../data/ru_open_stt/private_buriy_audiobooks_2/0/0b/c60b705fec0d.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/0b/c60b705fec0d.txt,0.497125
../data/ru_open_stt/private_buriy_audiobooks_2/0/0d/1c8f9798ee2d.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/0d/1c8f9798ee2d.txt,0.68
../data/ru_open_stt/private_buriy_audiobooks_2/0/07/d7717273cb51.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/07/d7717273cb51.txt,1.0
../data/ru_open_stt/private_buriy_audiobooks_2/0/06/cb15bce803a8.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/06/cb15bce803a8.txt,1.0
../data/ru_open_stt/private_buriy_audiobooks_2/0/02/6702efe51fe4.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/02/6702efe51fe4.txt,1.12
../data/ru_open_stt/private_buriy_audiobooks_2/0/1c/0e12cbb161be.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/1c/0e12cbb161be.txt,1.12
../data/ru_open_stt/private_buriy_audiobooks_2/0/05/a6cdb0cc6fb1.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/05/a6cdb0cc6fb1.txt,1.12
../data/ru_open_stt/private_buriy_audiobooks_2/0/0c/d48f742cc1a6.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/0c/d48f742cc1a6.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/03/d0b920cec461.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/03/d0b920cec461.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/05/0c3ec0c4338b.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/05/0c3ec0c4338b.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/0e/b1a743e59929.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/0e/b1a743e59929.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/04/73fb9bd3d88f.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/04/73fb9bd3d88f.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/05/596c7c3aa0b6.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/05/596c7c3aa0b6.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/02/cc3c34e6a5f1.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/02/cc3c34e6a5f1.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/0c/f9358bcfc457.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/0c/f9358bcfc457.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/0a/edd0d24e33d3.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/0a/edd0d24e33d3.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/05/dc04c0da0742.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/05/dc04c0da0742.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/04/e0083683fda9.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/04/e0083683fda9.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/0f/29583dd98a58.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/0f/29583dd98a58.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/01/56cf8036ab9b.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/01/56cf8036ab9b.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/0a/71341229562c.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/0a/71341229562c.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/0d/dc76e8c26755.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/0d/dc76e8c26755.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/03/839310ede4fe.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/03/839310ede4fe.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/0c/1e2286fae062.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/0c/1e2286fae062.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/08/a84c28d3dd98.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/08/a84c28d3dd98.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/0b/43926aa07dfa.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/0b/43926aa07dfa.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/0a/f7e5419e765d.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/0a/f7e5419e765d.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/09/4977f749a310.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/09/4977f749a310.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/06/d38dd703e24f.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/06/d38dd703e24f.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/00/65237bef7de1.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/00/65237bef7de1.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/09/7a3a6e0dbe8f.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/09/7a3a6e0dbe8f.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/00/d0346c476874.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/00/d0346c476874.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/1c/ca4417f7d341.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/1c/ca4417f7d341.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/09/83495144d27d.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/09/83495144d27d.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/1b/d5382a4983ac.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/1b/d5382a4983ac.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/1c/860fd484fc31.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/1c/860fd484fc31.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/0e/a465c0659481.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/0e/a465c0659481.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/07/5ff0beb55dad.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/07/5ff0beb55dad.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/05/a993bf475273.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/05/a993bf475273.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/03/4b3a87f5e397.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/03/4b3a87f5e397.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/07/4e9450e5f060.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/07/4e9450e5f060.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/0b/c513d085b9da.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/0b/c513d085b9da.txt,1.2
../data/ru_open_stt/private_buriy_audiobooks_2/0/0c/e6766e289d4a.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/0c/e6766e289d4a.txt,1.22
../data/ru_open_stt/private_buriy_audiobooks_2/0/1a/21586f92bf7c.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/1a/21586f92bf7c.txt,1.22
../data/ru_open_stt/private_buriy_audiobooks_2/0/08/3f269e586a07.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/08/3f269e586a07.txt,1.22
../data/ru_open_stt/private_buriy_audiobooks_2/0/0a/3fbba6a1d7ed.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/0a/3fbba6a1d7ed.txt,1.22
../data/ru_open_stt/private_buriy_audiobooks_2/0/01/8bedf2d4cb98.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/01/8bedf2d4cb98.txt,1.22
../data/ru_open_stt/private_buriy_audiobooks_2/0/08/e2052b9e14ba.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/08/e2052b9e14ba.txt,1.22
../data/ru_open_stt/private_buriy_audiobooks_2/0/02/ab477021914e.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/02/ab477021914e.txt,1.22
../data/ru_open_stt/private_buriy_audiobooks_2/0/09/b34cd21ffaa2.wav,../data/ru_open_stt/private_buriy_audiobooks_2/0/09/b34cd21ffaa2.txt,1.22
